,age,daily_active_minutes_instagram,self_reported_happiness
56454,61,55.0,4
42778,40,193.0,10
144117,16,313.0,2
126511,16,142.0,10
12093,55,102.0,1
42230,51,5.0,10
37050,65,156.0,6
9431,58,63.0,2
24267,13,96.0,1
41097,17,181.0,6
64891,21,224.0,5
132609,39,282.0,2
63080,33,358.0,7
185363,41,290.0,6
141588,56,336.0,6
42668,54,42.0,9
4049,48,212.0,3
60618,42,319.0,1
145460,62,130.0,6
184075,26,442.0,1
73657,40,32.0,4
166314,50,250.0,6
26727,16,233.0,5
59133,58,5.0,8
150899,44,174.0,5
114910,14,362.0,3
187545,45,379.0,6
60258,26,101.0,6
144576,27,200.0,9
183209,19,173.0,1
35889,37,94.0,3
38907,50,174.0,10
64066,56,310.0,9
36833,42,323.0,2
165889,16,231.0,4
9119,41,206.0,3
2855,51,303.0,7
186981,57,5.0,10
95394,27,133.0,3
92699,16,340.0,2
87938,14,67.0,9
47509,31,133.0,4
103581,16,112.0,1
191755,57,265.0,7
71068,64,197.0,3
151267,50,51.0,6
159259,41,305.0,1
159939,53,256.0,10
162582,31,318.0,2
157406,13,255.0,5
21934,65,80.0,5
185561,50,226.0,2
136110,36,249.0,9
36637,27,178.0,2
138568,18,128.0,6
129093,57,396.0,2
60743,63,5.0,9
38763,22,292.0,6
87368,50,194.0,5
24560,57,443.0,1
64925,33,288.0,10
40035,20,199.0,7
10754,49,70.0,5
133370,54,264.0,1
146989,49,193.0,5
66003,21,222.0,4
196839,23,153.0,10
106195,43,243.0,3
101145,56,368.0,2
90219,31,242.0,8
61414,39,213.0,5
177586,57,274.0,2
169611,22,347.0,1
54808,53,330.0,1
93187,17,71.0,5
174710,64,78.0,6
191055,62,236.0,2
61541,40,219.0,9
143711,17,148.0,10
91874,62,241.0,2
180509,58,262.0,2
70913,34,219.0,1
52301,50,258.0,9
166418,50,52.0,3
25565,43,324.0,5
186900,39,326.0,4
80076,61,190.0,7
31235,28,416.0,6
18695,26,70.0,10
186526,45,59.0,7
97941,64,32.0,9
86687,56,327.0,3
118189,33,152.0,1
148267,33,403.0,2
80036,35,96.0,7
130827,56,117.0,10
115954,33,66.0,9
108365,55,209.0,3
66002,19,123.0,8
123421,15,143.0,9
123307,20,61.0,6
177442,27,143.0,10
111115,50,224.0,8
136246,33,373.0,9
180654,37,115.0,2
181472,43,8.0,10
97510,62,53.0,1
179169,54,129.0,7
179158,41,309.0,1
54950,21,104.0,9
67093,20,114.0,5
147161,42,97.0,1
174180,60,216.0,10
74183,50,185.0,1
193615,59,344.0,3
4210,14,193.0,9
134194,60,60.0,8
159261,48,297.0,1
176561,46,23.0,9
95948,28,199.0,9
144213,27,311.0,4
1042,22,252.0,10
60937,40,344.0,5
7190,15,181.0,2
146493,61,173.0,4
163367,58,244.0,4
1382,13,157.0,2
159903,57,5.0,10
182503,37,170.0,6
124665,37,321.0,4
175803,65,251.0,1
198841,52,339.0,5
28192,44,291.0,3
108947,54,105.0,5
24561,60,307.0,3
150457,42,303.0,1
156972,42,71.0,10
87796,32,299.0,3
49293,53,5.0,7
199042,57,201.0,10
155735,37,160.0,5
89632,37,378.0,2
28514,49,201.0,8
118217,14,142.0,2
146279,38,216.0,3
150781,34,296.0,9
7879,28,272.0,5
80521,48,207.0,7
65826,47,218.0,9
82150,65,288.0,2
17793,52,327.0,1
49646,18,324.0,5
15538,18,252.0,8
185014,61,221.0,4
32261,44,50.0,8
72621,59,197.0,8
126969,65,34.0,8
142890,18,191.0,9
66209,51,219.0,10
86028,23,210.0,7
57607,28,45.0,1
64970,16,351.0,3
1469,60,5.0,10
174759,22,264.0,2
5205,16,65.0,5
184027,46,147.0,2
43297,51,185.0,4
134545,53,105.0,3
96774,56,314.0,10
175396,51,27.0,10
35111,39,166.0,4
104089,22,206.0,7
145187,53,181.0,9
24468,36,272.0,8
119877,56,193.0,5
57527,32,323.0,3
145860,61,183.0,6
194427,23,165.0,2
37910,32,286.0,1
56193,53,112.0,3
148346,22,336.0,1
139435,58,316.0,5
70284,34,305.0,7
196755,30,206.0,10
154752,57,39.0,4
171931,13,260.0,1
168522,48,26.0,3
177398,34,10.0,8
110574,25,342.0,7
104772,38,44.0,10
185604,31,266.0,1
158276,37,109.0,6
185616,16,304.0,8
45181,13,33.0,10
16359,45,179.0,10
122714,62,132.0,8
30823,42,72.0,6
80838,54,105.0,2
176824,62,95.0,6
123537,16,321.0,7
172617,51,266.0,8
35033,29,249.0,3
61861,36,382.0,2
35679,64,145.0,2
134,36,140.0,10
149167,50,122.0,5
170612,28,404.0,2
137639,15,175.0,5
108578,27,113.0,7
46180,51,199.0,6
7304,40,122.0,7
24033,53,66.0,4
142967,18,90.0,8
164788,39,96.0,7
98099,45,204.0,1
47386,51,162.0,6
150819,48,386.0,4
179812,17,175.0,3
82993,32,272.0,3
54042,62,132.0,7
180330,17,161.0,1
76125,34,115.0,6
45949,35,237.0,8
7502,25,143.0,9
132909,14,355.0,4
132914,17,231.0,7
129436,25,267.0,1
7131,14,86.0,5
98009,19,139.0,3
69086,27,394.0,2
4040,63,293.0,4
180862,39,264.0,1
137666,43,153.0,7
118986,23,395.0,3
182473,23,99.0,9
98637,50,123.0,1
92774,53,237.0,8
68940,52,99.0,4
66999,52,163.0,10
39618,29,46.0,7
16571,30,225.0,2
30262,61,330.0,2
71287,33,131.0,10
190733,29,270.0,9
40906,13,315.0,5
143506,49,273.0,3
131056,42,424.0,2
130768,23,194.0,2
199696,28,5.0,10
120441,46,338.0,2
32422,58,32.0,2
75085,36,396.0,3
50206,64,112.0,10
103620,33,8.0,8
14284,60,386.0,1
155120,53,5.0,10
11995,61,73.0,1
151268,40,217.0,10
54966,52,106.0,3
88551,20,305.0,9
61300,52,165.0,5
184162,44,52.0,6
154670,63,5.0,8
55664,41,141.0,8
70336,50,224.0,3
122878,34,99.0,4
13705,38,158.0,5
31007,33,221.0,3
55465,43,33.0,10
154536,57,218.0,4
31326,28,198.0,1
91458,61,5.0,10
61844,14,264.0,6
197595,17,214.0,4
46441,21,102.0,9
158155,25,175.0,8
136874,14,244.0,10
44579,59,292.0,6
86462,25,341.0,4
81804,61,83.0,3
79282,13,145.0,10
82384,34,300.0,4
104476,46,203.0,2
164827,64,202.0,4
11689,24,181.0,7
129161,64,135.0,3
99168,26,99.0,6
132034,25,174.0,6
27206,27,296.0,7
194079,65,37.0,4
138689,46,257.0,1
8264,24,159.0,10
150432,25,225.0,8
108475,51,217.0,8
125235,65,175.0,10
70976,26,195.0,5
122509,65,5.0,5
102145,53,393.0,2
129591,50,300.0,3
138761,18,180.0,10
43767,33,5.0,8
54643,32,352.0,2
128979,27,243.0,10
90013,45,180.0,10
39030,45,149.0,10
80096,33,5.0,10
148337,44,369.0,1
191881,40,268.0,7
50268,57,203.0,2
167633,42,112.0,7
28446,13,339.0,6
37765,41,183.0,3
195453,37,5.0,10
170053,32,110.0,1
144154,18,10.0,6
43153,50,40.0,4
73824,65,5.0,3
6411,17,263.0,9
161092,20,226.0,9
138173,47,328.0,3
60321,60,245.0,4
123533,55,226.0,2
73103,19,143.0,8
5405,27,61.0,3
54356,34,272.0,5
84504,58,154.0,5
178580,14,242.0,3
181108,15,163.0,8
174247,21,52.0,10
128256,13,140.0,10
197580,28,41.0,4
135636,23,102.0,4
99123,27,243.0,4
99363,32,104.0,5
113448,49,359.0,3
188067,41,381.0,1
195714,15,140.0,4
198327,61,107.0,5
93184,38,312.0,8
31041,34,192.0,9
162212,51,291.0,8
64978,36,342.0,4
104655,27,60.0,7
130368,41,98.0,1
173219,40,171.0,7
74543,37,59.0,7
169482,24,18.0,10
169848,47,234.0,7
124237,28,223.0,3
38267,58,57.0,5
118592,18,156.0,2
138700,46,275.0,5
166009,51,152.0,1
645,37,411.0,5
78171,20,260.0,10
46408,60,220.0,1
159923,30,69.0,9
48321,19,308.0,6
124621,51,25.0,4
120548,51,321.0,2
27098,23,255.0,10
194497,23,164.0,5
138562,39,37.0,9
139729,28,387.0,1
80312,40,162.0,10
31837,56,169.0,3
188962,31,211.0,2
17989,53,285.0,4
144717,59,55.0,10
172256,53,166.0,4
107793,60,147.0,4
4252,48,55.0,10
136419,35,43.0,8
97119,49,244.0,6
70758,45,5.0,2
79097,37,45.0,10
164075,38,227.0,9
138702,58,281.0,7
16693,42,204.0,10
29560,19,36.0,5
172838,46,297.0,5
195583,42,152.0,2
139766,25,191.0,8
33396,59,156.0,6
57102,35,350.0,2
147980,22,131.0,2
75971,60,231.0,6
26561,40,250.0,1
42361,23,379.0,1
10465,25,44.0,9
155172,20,243.0,7
12667,53,253.0,2
50727,13,210.0,1
62770,29,113.0,10
47492,32,75.0,6
36782,45,33.0,8
103598,34,86.0,3
16971,48,105.0,4
65816,44,183.0,10
45287,65,222.0,4
135896,23,210.0,4
174170,32,213.0,5
91302,35,249.0,2
173597,57,233.0,6
142118,42,113.0,5
8078,37,240.0,3
133851,20,204.0,1
131409,15,66.0,10
137899,15,356.0,4
48944,35,250.0,2
58070,27,336.0,9
77188,51,150.0,8
35147,23,76.0,10
10888,18,167.0,6
45308,65,191.0,5
70452,47,182.0,3
196622,22,201.0,7
98070,18,313.0,4
74927,25,195.0,4
21966,50,170.0,10
90309,44,318.0,4
48627,20,267.0,4
172841,32,47.0,10
7025,16,153.0,5
142559,37,93.0,8
115529,18,368.0,5
137591,15,213.0,5
153378,52,5.0,10
150018,22,127.0,2
65096,32,348.0,3
66850,62,98.0,2
133281,44,181.0,3
127968,33,364.0,4
157554,65,5.0,9
50408,33,248.0,9
58476,59,48.0,2
39353,59,351.0,5
140781,34,5.0,10
164521,24,239.0,4
187042,55,224.0,9
144413,38,173.0,5
42771,36,262.0,7
179155,62,273.0,5
89093,30,313.0,6
157404,42,346.0,1
195646,13,82.0,5
29633,62,278.0,5
48476,34,75.0,4
152348,47,401.0,3
163742,32,473.0,2
79426,53,56.0,5
7598,40,162.0,6
10665,61,204.0,7
115816,49,192.0,7
75178,42,226.0,8
24945,18,325.0,2
20101,15,309.0,7
64893,56,138.0,5
152290,28,166.0,3
78110,50,225.0,1
66258,35,304.0,2
139858,36,303.0,3
46926,30,69.0,1
33154,44,162.0,3
136090,63,269.0,4
55931,20,357.0,2
98841,61,49.0,7
7786,49,47.0,3
92227,38,269.0,4
200116,43,279.0,5
35014,29,61.0,9
187288,39,326.0,8
47344,29,72.0,2
64552,35,325.0,10
194104,49,22.0,10
157937,63,332.0,6
126635,14,318.0,10
172477,44,347.0,1
45465,17,132.0,5
142844,63,335.0,6
45369,29,303.0,9
66426,63,5.0,10
32469,48,172.0,8
99569,59,55.0,8
69935,41,186.0,7
101131,52,350.0,1
161915,18,74.0,6
104060,58,334.0,6
121626,58,306.0,2
57340,24,166.0,5
35146,41,208.0,9
194084,46,291.0,8
146601,36,104.0,9
45928,41,148.0,3
17144,52,379.0,2
121540,58,382.0,2
26860,22,327.0,6
194109,45,147.0,4
197402,41,147.0,3
136194,28,267.0,1
58421,16,314.0,3
179428,23,83.0,8
62890,38,200.0,7
42692,40,76.0,5
104532,60,119.0,3
124015,41,197.0,7
156679,39,39.0,10
157728,13,163.0,5
140939,15,29.0,7
161222,42,332.0,7
42721,34,263.0,10
140693,28,137.0,8
97627,56,113.0,5
137044,28,98.0,2
6826,37,33.0,9
103161,15,91.0,7
133873,13,357.0,1
122307,21,94.0,7
27621,28,383.0,2
105137,17,241.0,2
141192,63,10.0,7
68056,49,53.0,9
117979,29,96.0,1
147396,48,115.0,7
124373,13,415.0,3
156785,25,168.0,5
173411,57,5.0,9
196230,59,343.0,2
5079,60,5.0,10
77637,26,159.0,1
101294,57,354.0,2
112985,30,326.0,7
18789,30,150.0,6
7090,54,31.0,10
48164,21,350.0,5
188775,65,288.0,4
88648,36,261.0,3
160585,64,297.0,6
174104,25,367.0,5
108901,38,191.0,4
110373,65,132.0,3
24364,30,104.0,2
78699,25,5.0,6
97534,60,5.0,6
117565,29,210.0,2
137967,17,109.0,9
174575,22,241.0,4
4250,22,165.0,6
158055,63,240.0,6
182026,59,238.0,2
115198,23,330.0,1
28168,30,10.0,7
10333,57,171.0,7
21380,53,5.0,2
174596,33,88.0,7
111678,15,231.0,4
163624,16,227.0,1
199287,42,110.0,2
89430,38,377.0,3
44327,33,369.0,1
69431,60,210.0,10
134266,64,189.0,5
62906,65,25.0,2
141221,51,355.0,7
125464,21,37.0,6
80898,18,240.0,2
90614,21,267.0,4
177415,32,5.0,9
152474,22,303.0,3
167821,19,111.0,3
64182,32,168.0,5
2795,47,218.0,9
135071,16,149.0,9
30883,13,223.0,5
7154,65,50.0,2
197181,31,386.0,2
93057,13,32.0,5
133114,42,5.0,8
188215,36,168.0,3
139389,45,11.0,5
73806,63,73.0,2
192532,56,172.0,7
112835,59,136.0,1
16498,23,399.0,1
82375,65,5.0,9
11216,34,312.0,2
180021,40,5.0,10
100613,41,144.0,1
93074,50,213.0,9
131957,44,231.0,8
113600,54,240.0,2
107776,24,282.0,1
156830,46,138.0,4
110152,61,235.0,2
192839,50,407.0,2
87618,27,137.0,1
124135,52,155.0,10
16905,42,24.0,10
23692,50,5.0,9
29387,58,210.0,1
77838,52,104.0,10
96719,41,214.0,9
105616,13,66.0,8
188340,59,225.0,5
87626,13,151.0,2
92078,60,218.0,7
98187,62,70.0,2
80011,62,148.0,5
20380,56,291.0,3
112875,32,5.0,6
59423,45,5.0,8
70,52,169.0,10
152605,60,274.0,9
70812,35,96.0,5
130284,51,271.0,2
13251,13,243.0,8
141191,30,79.0,4
128273,57,5.0,8
115175,30,93.0,3
6538,64,58.0,10
127857,49,106.0,7
183355,35,305.0,1
175073,24,232.0,9
117652,29,308.0,2
110937,38,185.0,5
174378,42,75.0,1
96735,63,250.0,7
191945,45,313.0,4
20644,26,326.0,3
51290,60,209.0,6
29442,54,291.0,2
39307,65,273.0,7
137166,38,32.0,10
190631,16,343.0,5
62838,42,337.0,5
45058,49,111.0,10
110748,49,39.0,10
88305,19,274.0,1
76460,55,56.0,10
100282,29,93.0,2
116440,50,179.0,6
100001,65,138.0,4
30531,20,432.0,6
178039,65,5.0,6
76558,32,116.0,4
100262,36,59.0,10
46821,45,291.0,2
102385,51,237.0,8
6718,63,5.0,10
24911,61,240.0,10
186463,44,346.0,5
42300,37,175.0,6
114048,26,306.0,4
33028,28,315.0,1
34344,61,195.0,3
6400,15,247.0,3
31486,44,312.0,4
112741,55,234.0,8
127446,28,334.0,1
91747,25,171.0,3
38690,50,17.0,9
5670,35,130.0,7
48715,20,233.0,8
25057,53,337.0,5
167110,35,316.0,3
59694,65,205.0,10
163088,15,297.0,3
55245,33,56.0,8
23507,29,305.0,10
30089,45,37.0,7
49833,23,312.0,2
107156,45,275.0,7
143891,35,76.0,9
190387,59,170.0,6
117118,31,87.0,2
70895,43,162.0,10
92942,47,116.0,5
127812,30,312.0,6
156509,20,72.0,7
65783,44,261.0,6
39477,53,86.0,9
3382,14,229.0,10
194539,21,316.0,10
166175,30,267.0,10
16101,31,187.0,5
47740,60,107.0,1
92739,26,21.0,10
105722,13,289.0,7
178317,46,202.0,9
97600,38,271.0,3
27771,30,297.0,7
173049,28,177.0,5
723,43,97.0,2
122810,37,140.0,7
187456,57,140.0,10
37710,38,96.0,2
21816,24,197.0,9
188257,50,107.0,9
93996,21,37.0,9
168072,58,214.0,8
169846,64,285.0,2
130795,41,84.0,5
167789,65,335.0,3
196656,55,194.0,2
13482,18,84.0,6
116955,30,110.0,7
107997,47,21.0,7
198137,36,246.0,2
11701,60,82.0,10
154329,16,13.0,9
194867,37,61.0,2
32365,23,159.0,7
171560,59,137.0,6
198177,52,84.0,8
196905,39,276.0,5
59410,29,395.0,1
46714,32,250.0,7
33276,13,12.0,10
26716,59,40.0,7
159005,22,210.0,7
100592,46,39.0,9
146504,32,84.0,4
120429,59,256.0,9
116920,18,147.0,7
2429,13,217.0,2
23878,31,245.0,2
29820,51,195.0,10
23,42,221.0,4
94336,31,321.0,5
73367,14,106.0,1
71773,60,267.0,8
152513,38,34.0,9
101909,37,425.0,3
73604,18,214.0,5
190075,21,145.0,9
60563,32,262.0,9
158958,49,207.0,4
171907,55,223.0,2
104695,65,35.0,4
39035,56,211.0,4
13622,48,81.0,3
20629,14,363.0,6
196414,55,293.0,2
1914,39,96.0,6
130563,22,19.0,9
97964,36,89.0,8
112551,63,223.0,4
190127,64,141.0,5
122554,29,189.0,3
54967,17,33.0,10
60503,45,124.0,6
21126,18,18.0,9
66887,21,172.0,2
198326,60,269.0,9
17369,33,222.0,4
33881,60,22.0,10
191395,45,138.0,1
47001,43,148.0,5
47218,58,331.0,3
179617,41,231.0,2
28634,22,58.0,5
116280,16,282.0,10
47776,53,159.0,4
3661,37,71.0,7
33150,29,60.0,10
135860,40,268.0,1
55296,51,316.0,1
107154,56,283.0,6
146735,38,275.0,6
83472,59,137.0,8
150246,32,120.0,8
166096,16,77.0,8
119936,21,346.0,3
141912,49,171.0,7
142751,42,55.0,10
155145,27,167.0,5
145568,40,149.0,7
198723,36,38.0,6
30284,16,343.0,9
79669,26,128.0,9
46409,52,216.0,7
102106,13,357.0,1
174241,41,122.0,8
130548,61,5.0,4
91092,64,168.0,2
97829,27,281.0,5
153998,63,235.0,5
71723,38,192.0,4
49629,31,402.0,2
110974,60,243.0,2
46331,48,183.0,1
127730,33,330.0,3
104215,51,102.0,10
150220,19,275.0,2
49509,58,162.0,4
189663,13,448.0,2
189799,44,193.0,1
114761,60,33.0,10
193145,19,395.0,2
86856,15,344.0,2
199708,47,5.0,8
39055,34,46.0,6
155355,42,92.0,3
116829,60,347.0,2
127180,56,5.0,9
18730,49,244.0,2
136952,33,89.0,4
146090,26,433.0,1
140128,13,159.0,8
3867,63,307.0,8
133816,21,41.0,8
8057,26,127.0,2
149025,57,125.0,1
187696,55,93.0,4
118195,24,57.0,7
97246,18,320.0,10
62149,60,173.0,1
131512,44,5.0,4
5060,21,296.0,5
128131,27,301.0,5
190068,35,279.0,10
123808,57,335.0,4
16313,59,160.0,6
138139,60,5.0,6
10516,39,117.0,8
159256,43,323.0,8
187584,46,179.0,8
111290,42,196.0,4
129905,58,182.0,4
52726,16,5.0,9
28737,14,320.0,7
129145,53,266.0,5
167244,44,315.0,4
80354,58,82.0,3
154283,33,266.0,7
112501,44,232.0,6
54706,35,111.0,3
199677,62,180.0,2
28679,59,210.0,5
76333,51,118.0,4
95254,19,301.0,8
9457,22,328.0,3
27338,48,5.0,6
70550,23,308.0,8
102828,32,37.0,5
30259,42,214.0,1
69619,45,79.0,3
97161,64,329.0,3
18397,33,322.0,10
166333,23,255.0,7
90062,40,277.0,7
170305,29,284.0,10
45989,21,306.0,6
125516,16,378.0,7
113718,57,256.0,2
133985,26,214.0,7
52799,15,205.0,2
104296,52,335.0,1
141657,59,43.0,5
197755,58,5.0,7
122506,65,222.0,1
72035,28,193.0,2
152748,61,288.0,4
92560,31,438.0,3
15222,26,31.0,6
111378,22,37.0,6
1606,13,139.0,6
92909,16,199.0,8
163066,26,163.0,4
11152,13,436.0,2
161117,21,82.0,4
52570,53,89.0,9
52685,13,186.0,7
139989,64,5.0,5
35509,27,174.0,7
187680,58,241.0,1
143465,19,208.0,7
54049,60,5.0,7
11699,22,81.0,6
19566,42,196.0,9
125233,37,74.0,9
29640,27,372.0,7
158815,39,207.0,1
46394,45,160.0,3
82137,37,175.0,2
106338,49,162.0,8
67402,65,122.0,8
124777,46,257.0,1
104235,23,137.0,8
134970,56,266.0,4
132170,60,237.0,9
46013,41,321.0,2
135167,24,288.0,6
110711,57,181.0,2
39975,18,361.0,1
25854,48,178.0,8
129747,64,171.0,7
80819,29,85.0,7
119610,49,179.0,2
88660,65,197.0,10
183331,26,208.0,8
70696,64,5.0,10
64986,44,45.0,6
143555,65,154.0,5
156576,36,119.0,8
24362,50,169.0,5
58202,50,30.0,9
173325,52,53.0,10
58297,47,143.0,3
99541,16,404.0,4
166812,52,146.0,2
189620,56,158.0,2
34473,60,203.0,5
192160,28,369.0,5
182241,37,185.0,1
198763,55,125.0,1
104229,51,84.0,2
179714,30,208.0,3
69406,25,193.0,4
192503,42,177.0,8
188068,44,400.0,1
140281,31,242.0,2
94309,20,173.0,2
72515,43,185.0,10
123580,27,5.0,9
87767,58,178.0,10
92680,36,199.0,5
148249,61,66.0,2
101038,18,122.0,8
7556,31,227.0,5
10572,37,238.0,1
197435,52,42.0,5
9239,19,288.0,1
131574,23,311.0,2
168024,40,111.0,10
8577,50,308.0,3
39500,44,125.0,9
18171,22,201.0,7
166887,14,263.0,6
181483,43,48.0,5
8827,59,5.0,10
95275,52,113.0,9
40069,47,288.0,8
158701,44,87.0,8
33002,18,402.0,4
106715,32,83.0,6
91638,15,235.0,9
111918,22,285.0,1
175517,57,5.0,7
186150,49,60.0,4
189893,56,252.0,4
88922,19,88.0,6
14273,40,222.0,9
184792,41,9.0,8
20460,18,275.0,6
74382,54,37.0,2
64016,47,136.0,8
138622,17,160.0,3
140438,17,298.0,1
169166,45,330.0,7
118822,26,295.0,3
19490,16,403.0,6
35193,51,351.0,4
179355,39,52.0,5
87229,27,248.0,3
192681,45,187.0,2
198708,42,354.0,1
66504,43,318.0,6
190731,34,29.0,8
114401,49,52.0,6
114004,42,126.0,10
158524,32,202.0,5
129361,27,18.0,10
67701,52,216.0,10
142305,61,209.0,2
137780,25,350.0,2
39448,43,242.0,1
105423,30,229.0,7
125327,17,5.0,10
17510,26,368.0,4
56722,44,7.0,7
188146,38,286.0,4
53847,19,248.0,2
147462,44,66.0,1
186556,27,134.0,6
53324,27,151.0,10
171337,39,187.0,10
117859,55,150.0,8
83376,44,63.0,6
119699,65,5.0,6
71567,63,5.0,4
40184,39,207.0,7
103285,17,313.0,1
195369,47,322.0,5
96175,61,5.0,10
141949,23,255.0,5
58970,63,19.0,5
66682,21,433.0,1
42791,51,65.0,7
48298,52,62.0,2
184014,51,227.0,10
72420,28,209.0,9
23133,16,67.0,4
194799,51,243.0,1
47413,37,209.0,9
95382,40,311.0,1
127545,15,276.0,4
55172,32,161.0,8
73817,24,219.0,1
30096,37,291.0,1
166627,15,171.0,1
136103,53,121.0,5
195024,40,166.0,7
89717,36,277.0,4
118674,14,171.0,5
183108,28,384.0,4
38403,37,280.0,4
14200,58,5.0,7
15452,28,131.0,3
98685,56,50.0,6
129684,17,337.0,9
132761,35,267.0,4
129281,50,242.0,6
109136,52,102.0,3
14533,57,83.0,3
465,55,210.0,4
181390,60,94.0,3
146935,47,354.0,3
31001,43,173.0,5
172112,55,228.0,5
125394,46,181.0,3
78211,37,146.0,6
37188,27,132.0,7
16265,44,260.0,1
168420,46,268.0,2
217,44,366.0,5
53651,21,46.0,8
143918,45,277.0,2
198948,41,221.0,5
88151,34,359.0,6
71520,36,69.0,10
123002,21,314.0,1
99353,30,51.0,8
180861,61,167.0,5
190344,38,315.0,2
40795,26,268.0,3
150654,20,431.0,4
150849,25,93.0,6
164780,59,7.0,10
65606,49,188.0,9
66092,37,221.0,6
59600,22,205.0,4
101368,44,277.0,2
177102,23,17.0,8
47714,32,130.0,1
12372,21,93.0,7
19395,16,160.0,1
86510,17,346.0,4
69616,63,273.0,8
114644,20,235.0,9
160273,42,71.0,4
97282,19,52.0,9
36582,25,226.0,5
106810,65,164.0,5
86957,25,100.0,6
181117,17,241.0,4
136085,23,240.0,7
101788,42,192.0,1
12865,45,263.0,4
135363,38,214.0,10
28538,22,175.0,6
173208,46,117.0,3
153882,35,220.0,1
180226,46,47.0,10
134163,22,82.0,10
35302,20,44.0,9
44079,20,30.0,9
11704,42,138.0,8
170402,36,346.0,5
83209,39,143.0,6
56464,45,9.0,7
126492,34,206.0,4
141432,26,110.0,7
8800,29,82.0,10
184692,30,256.0,1
193015,57,154.0,10
45048,26,311.0,3
106160,27,222.0,1
7195,65,46.0,10
41527,32,365.0,7
75885,39,91.0,8
77497,52,156.0,6
157187,57,76.0,7
122606,53,179.0,9
100813,15,19.0,8
45204,51,184.0,4
56339,37,247.0,8
94561,18,225.0,1
137640,32,391.0,4
79295,50,5.0,9
3862,14,56.0,10
121300,40,95.0,6
35737,28,299.0,8
58303,16,100.0,6
140231,24,380.0,6
43817,62,120.0,1
192040,19,147.0,6
95761,60,219.0,2
13487,25,5.0,9
126385,63,251.0,9
39529,35,281.0,6
183472,24,212.0,4
71526,59,16.0,8
154244,32,312.0,5
56127,22,205.0,7
36761,25,278.0,7
46234,35,351.0,3
10871,57,5.0,5
152069,24,14.0,8
57456,31,56.0,10
145269,13,346.0,5
55132,37,187.0,1
55214,48,207.0,4
142291,56,321.0,1
21099,41,93.0,2
88679,36,167.0,6
151360,39,76.0,3
155816,41,70.0,9
30795,63,65.0,9
43478,61,89.0,4
176506,28,80.0,7
47637,29,224.0,7
139132,35,293.0,9
138352,29,56.0,9
105527,57,289.0,5
130494,42,243.0,7
15945,35,73.0,9
124152,29,52.0,7
195617,48,85.0,9
176660,61,309.0,8
28340,39,392.0,1
157011,62,5.0,8
45266,26,405.0,1
196183,22,292.0,8
55156,36,57.0,5
71308,14,349.0,2
118177,18,217.0,2
62613,55,419.0,5
98214,61,234.0,7
54905,35,187.0,3
30635,20,5.0,8
156134,53,29.0,10
44419,24,225.0,5
169006,47,96.0,1
96565,45,196.0,9
43812,47,92.0,7
92758,34,147.0,1
60581,24,193.0,3
28017,13,294.0,5
43761,23,293.0,8
184541,65,386.0,2
166771,23,204.0,5
189096,22,238.0,7
62902,50,247.0,2
148837,50,185.0,10
167427,46,171.0,5
51186,26,337.0,7
102567,53,341.0,6
181500,34,355.0,2
174604,65,106.0,9
141132,60,241.0,3
122470,44,12.0,7
97744,29,118.0,3
155043,60,316.0,9
5387,21,59.0,10
96395,40,413.0,3
58129,63,191.0,4
178678,18,154.0,10
63047,18,307.0,7
174678,45,123.0,1
63680,17,325.0,5
65137,29,208.0,3
91120,15,400.0,2
100896,54,251.0,2
94685,26,113.0,10
62544,49,57.0,5
162979,45,79.0,1
53992,16,157.0,8
103631,58,340.0,3
70794,56,204.0,1
51951,29,117.0,5
21092,19,88.0,2
117197,33,78.0,3
106132,37,349.0,5
140271,30,349.0,4
51718,50,211.0,6
186778,15,224.0,4
53256,63,14.0,3
82440,58,276.0,4
50770,55,5.0,7
144127,40,283.0,6
91859,38,332.0,6
83006,51,5.0,7
173849,22,213.0,1
50355,47,157.0,1
193228,50,232.0,10
131017,62,45.0,1
99941,41,5.0,6
197998,53,20.0,7
70720,45,53.0,1
20265,13,189.0,8
124148,24,289.0,7
101845,24,185.0,2
2821,44,279.0,6
22919,25,440.0,1
100954,16,11.0,10
188856,22,127.0,9
79664,14,97.0,5
135197,38,61.0,4
105237,43,49.0,10
58730,45,206.0,5
160460,28,72.0,6
169698,32,263.0,2
153326,17,259.0,1
71644,23,373.0,7
168540,28,88.0,4
160824,35,5.0,9
122677,55,53.0,2
182810,47,241.0,4
43917,41,263.0,1
108093,29,134.0,10
8096,61,237.0,8
71409,38,129.0,2
164199,37,245.0,5
88850,31,125.0,4
113457,14,133.0,2
40803,15,177.0,5
109470,15,29.0,10
134707,36,140.0,4
75533,58,316.0,2
34249,64,230.0,10
34142,21,41.0,8
32970,25,133.0,9
63267,13,176.0,10
172518,16,232.0,8
199166,59,268.0,1
35353,15,312.0,6
123632,39,68.0,8
49626,13,226.0,1
162669,29,130.0,5
102857,37,82.0,6
185824,44,5.0,7
43317,16,259.0,2
7450,51,94.0,6
56278,40,188.0,3
150200,50,278.0,2
84864,48,5.0,8
190595,22,57.0,8
79198,14,287.0,8
182315,48,124.0,4
13839,44,5.0,9
151776,14,86.0,5
149723,43,251.0,8
11778,26,146.0,9
129843,14,409.0,2
95042,14,135.0,4
160548,64,91.0,5
97918,48,298.0,5
96462,48,148.0,4
49426,34,5.0,6
138343,49,5.0,10
